资源名称,下载地址,下载地址链接,类型
C语言程序设计现代方法,链接：https://pan.baidu.com/s/1Tf_osdjsiqLLiBQV9RqOlg  提取码：qwer,https://pan.baidu.com/s/1Tf_osdjsiqLLiBQV9RqOlg,C/C++
黑客学习资料,链接：https://pan.baidu.com/s/1RhaF5l7whR7-_Jsl5nLCnw  提取码：3rf2,https://pan.baidu.com/s/1RhaF5l7whR7-_Jsl5nLCnw,其它
机器学习,https://pan.baidu.com/s/1GYikFqRw3xjVL9yXHtZWlw （提取码：t9v9）,https://pan.baidu.com/s/1GYikFqRw3xjVL9yXHtZWlw,电子书
数据挖掘：概念与技术（第三版）,链接:https://pan.baidu.com/s/1NgGqRfXWO6w-Esw_Lf1leQ 提取码:f9c3,https://pan.baidu.com/s/1NgGqRfXWO6w-Esw_Lf1leQ,大数据
stm32,链接：https://pan.baidu.com/s/16UhvBDI5SSm-0w5PsvKZrg  提取码：c7zw,https://pan.baidu.com/s/16UhvBDI5SSm-0w5PsvKZrg,C/C++
opencv3资料,链接：https://pan.baidu.com/s/16IRYoFvQJWphI4a00xx2bA  提取码：bafm,https://pan.baidu.com/s/16IRYoFvQJWphI4a00xx2bA,C/C++
python,--全套 【录制视频】2020版Python教程_完全入门_学完达到Python工程师水平【千锋】https://pan.baidu.com/s/1qFxjqp-mSBnqfvNdfm4ExQ 提取码: 7af8 【千锋教育】Python 900集全套视频教程（全家桶）https://pan.baidu.com/s/1cU5lDWq9gh0cQ7hCnXUiGA 提取码: mw18,https://pan.baidu.com/s/1qFxjqp-mSBnqfvNdfm4ExQ,https://pan.baidu.com/s/1cU5lDWq9gh0cQ7hCnXUiGA,Python
匠心精作C++从0到1入门编程,链接：https://pan.baidu.com/s/1LRNVagsos6Z768tm_Ip6OQ  提取码：09pp,https://pan.baidu.com/s/1LRNVagsos6Z768tm_Ip6OQ,C/C++
图解HTTP,链接: https://pan.baidu.com/s/1QsQuKSB-du4sZd0mXuFDKQ 提取码: xw72,https://pan.baidu.com/s/1QsQuKSB-du4sZd0mXuFDKQ,其它
英语六级真题,链接：https://pan.baidu.com/s/1CXPUTO32RTPA3vPzUUSuPQ  提取码：2323,https://pan.baidu.com/s/1CXPUTO32RTPA3vPzUUSuPQ,英语
算法导论_原书第3版_CHS,链接：https://pan.baidu.com/s/177P4SjXqlpKMyn4MIgNX8g  提取码：8dm4,https://pan.baidu.com/s/177P4SjXqlpKMyn4MIgNX8g,C/C++
sublime安装包,链接：https://pan.baidu.com/s/102mjDtFGdjFuyDWjioVgJw  提取码：hxuy,https://pan.baidu.com/s/102mjDtFGdjFuyDWjioVgJw,Python
安卓框架解密PDF,链接：https://pan.baidu.com/s/17tqxPxVHo8r4i3n6_ED1NQ  提取码：0kl0,https://pan.baidu.com/s/17tqxPxVHo8r4i3n6_ED1NQ,安卓
机器学习-周志华,链接：https://pan.baidu.com/s/16g7iNhw5dquieJSsrOCtxg  提取码：222g,https://pan.baidu.com/s/16g7iNhw5dquieJSsrOCtxg,人工智能
JavaWeb,链接：https://pan.baidu.com/s/1jmJU9he240118-JFLkfk5Q  提取码：6sps,https://pan.baidu.com/s/1jmJU9he240118-JFLkfk5Q,Java
C++ Primer Plus  第6版  中文版,链接：https://pan.baidu.com/s/1DE02RPzIjUdGhGVCp4aGlw  提取码：cgug,https://pan.baidu.com/s/1DE02RPzIjUdGhGVCp4aGlw,C/C++
电路视图宝典（密码1111）,链接: https://pan.baidu.com/s/1Gf719g7423dl7ifxjkLavw 提取码: 1111,https://pan.baidu.com/s/1Gf719g7423dl7ifxjkLavw,其它
机器学习数学资料,https://pan.baidu.com/s/13-jZ9NVNLn_dacHs1vm9vQ  提取码：0h4z,https://pan.baidu.com/s/13-jZ9NVNLn_dacHs1vm9vQ,人工智能
数通HCNA,https://pan.baidu.com/s/1pBQ3kIdQ6mFzqoy5UKy0tw 提取码：cbj9,https://pan.baidu.com/s/1pBQ3kIdQ6mFzqoy5UKy0tw,其它
大话设计模式,链接: https://pan.baidu.com/s/1JMzG6mtT5Gf7hGCyFm8JKQ 提取码: yuuc,https://pan.baidu.com/s/1JMzG6mtT5Gf7hGCyFm8JKQ,电子书
班迪录制注册机,链接: https://pan.baidu.com/s/1lO2uxeM_c5DYUphZ2VWxCg 提取码: hpfu,https://pan.baidu.com/s/1lO2uxeM_c5DYUphZ2VWxCg,Java
小程序开发教学,链接: https://pan.baidu.com/s/13hbqbdH9OgGQa1jdo4g5UQ 提取码: qhbn,https://pan.baidu.com/s/13hbqbdH9OgGQa1jdo4g5UQ,小程序
C#电子书,链接：https://pan.baidu.com/s/1ZVmoJ6ociO-hNvJdCILqbQ  提取码：vngb,https://pan.baidu.com/s/1ZVmoJ6ociO-hNvJdCILqbQ,电子书
最新c、C++全栈高清无密,https://pan.baidu.com/s/1WixiAUDMNVaIl-3r7rP44g 提取码：6t7Q,https://pan.baidu.com/s/1WixiAUDMNVaIl-3r7rP44g,C/C++
免费获取Photoshop cc2018与Premire cc2018安装包,链接：https://pan.baidu.com/s/1Fj7pz79v2BH2riEHugTctA  提取码：7vwn,https://pan.baidu.com/s/1Fj7pz79v2BH2riEHugTctA,软件
VC++6.0win7/8/10兼容版,https://pan.baidu.com/s/1iqYl68tQtWjLZyf3MUkozA（提取码85dz）,https://pan.baidu.com/s/1iqYl68tQtWjLZyf3MUkozA,C/C++
创业36条军规,链接：https://pan.baidu.com/s/1FiW3iQuEX9CBgGybiMH9uA  提取码：vc1q  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1FiW3iQuEX9CBgGybiMH9uA,其它
Zabbix学习笔记,链接：https://pan.baidu.com/s/1I7M9jeV00DRm7ZO_Okn0jw  提取码：3v0v,https://pan.baidu.com/s/1I7M9jeV00DRm7ZO_Okn0jw,软件教程
物业费管理系统源码超详细注释附相关说明文件超详细,链接: https://pan.baidu.com/s/1NDXooV_cze31XGj0NsvhaQ 提取码: et6t,https://pan.baidu.com/s/1NDXooV_cze31XGj0NsvhaQ,其它
STM32相关视频教程,链接：https://pan.baidu.com/s/1yQAbdlikOJwz2jQroZyrVQ  提取码：zach,https://pan.baidu.com/s/1yQAbdlikOJwz2jQroZyrVQ,单片机
java 学习_pdf,链接：https://pan.baidu.com/s/17qHPHW5l-qZDydS4n9NWlQ  提取码：0djf,https://pan.baidu.com/s/17qHPHW5l-qZDydS4n9NWlQ,Java
日系和风PPT,链接：https://pan.baidu.com/s/1iHgPemoWZfVtMUMXRGQ6jQ  提取码：e0n1,https://pan.baidu.com/s/1iHgPemoWZfVtMUMXRGQ6jQ,PPT
设计模式,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/11gZvSfAQpfo_KJA5wwC99Q 提取码:bc5u,https://pan.baidu.com/s/11gZvSfAQpfo_KJA5wwC99Q,Java
121,链接: https://pan.baidu.com/s/1cptqS9OFbX6-UFmvFwk73A 提取码: abcd,https://pan.baidu.com/s/1cptqS9OFbX6-UFmvFwk73A,C/C++
Java编程思想第四版完整中文高清版.pdf,https://pan.baidu.com/s/1AEeb_CXq47UnpwXeUih_1g 提取码：z8v2,https://pan.baidu.com/s/1AEeb_CXq47UnpwXeUih_1g,Java
Autodock分子对接,https://pan.baidu.com/s/19WN_dI3D0bDfEuU_jSsLzg,提取码：d90q,https://pan.baidu.com/s/19WN_dI3D0bDfEuU_jSsLzg,软件
收获不止Oracle,链接：https://pan.baidu.com/s/1t1xrJM1h5F6sCRy--xNi_A  提取码：475o,https://pan.baidu.com/s/1t1xrJM1h5F6sCRy--xNi_A,电子书
hcna学习指南,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1F8Yh9Qlz_JZq7NIlwaxaPw 提取码:l3ds,https://pan.baidu.com/s/1F8Yh9Qlz_JZq7NIlwaxaPw,其它
郝斌_C语言数据结构视频及源代码(仅供学习，勿传播),链接：https://pan.baidu.com/s/11QpftzZ87e8FkQeMBmh3rQ  提取码：mdvv,https://pan.baidu.com/s/11QpftzZ87e8FkQeMBmh3rQ,C/C++
python深度学习Keras,链接：https://pan.baidu.com/s/1H7o82Uo8lf1Ok8WZ2vENcQ  提取码：bfys,https://pan.baidu.com/s/1H7o82Uo8lf1Ok8WZ2vENcQ,Python
REDIS设计实现,链接：https://pan.baidu.com/s/1sus22bCPCkMgk7ABqMQ3aA  提取码：a1e8,https://pan.baidu.com/s/1sus22bCPCkMgk7ABqMQ3aA,软件教程
晕染水彩风PPT模板,链接：https://pan.baidu.com/s/1gXkiyEXmspLuJZdRLr6O9Q  提取码：ipq7,https://pan.baidu.com/s/1gXkiyEXmspLuJZdRLr6O9Q,PPT
php.5与mysql5从入门到精通（提取码：bzkg）,https://pan.baidu.com/s/1-TL05UJ9n_YuWuTqznoHWA,https://pan.baidu.com/s/1-TL05UJ9n_YuWuTqznoHWA,PHP
navicat,链接：https://pan.baidu.com/s/1vOg6j1uIyiqAHqA-PGVabw  提取码：yf9c,https://pan.baidu.com/s/1vOg6j1uIyiqAHqA-PGVabw,数据库
pyqt5,链接：https://pan.baidu.com/s/1S3SZ0sLr5SGTnPKPenzwGg  提取码：s6mc,https://pan.baidu.com/s/1S3SZ0sLr5SGTnPKPenzwGg,QT
计算机组成与设计  硬件软件接口 原书第5版,链接: https://pan.baidu.com/s/1UEK3OjQSDKR6W0vJnnFwrA 提取码: ub7e 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1UEK3OjQSDKR6W0vJnnFwrA,C/C++
程序员的数学（三本全）,https://pan.baidu.com/s/1E_Nn31vgZWoIRxx403zMfw         x6ue,https://pan.baidu.com/s/1E_Nn31vgZWoIRxx403zMfw,其它
Mathematica 12.1,https://pan.baidu.com/s/1yBKg_25fvdT3d6wo6BLyWg  提取码：yzwp,https://pan.baidu.com/s/1yBKg_25fvdT3d6wo6BLyWg,软件
python入门进阶,链接:https://pan.baidu.com/s/1S_T40ShJgnRd6uavdigzmw 提取码:560q,https://pan.baidu.com/s/1S_T40ShJgnRd6uavdigzmw,Python
台达触摸屏人机界面视频教程,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1MYjzH98vVFRrGr0-0zceKA 提取码:5z55,https://pan.baidu.com/s/1MYjzH98vVFRrGr0-0zceKA,其它
axure,链接：https://pan.baidu.com/s/1OYxPlBVjNqtQ4OdPEiYTzw  提取码：i0sh,https://pan.baidu.com/s/1OYxPlBVjNqtQ4OdPEiYTzw,UI
机器学习导论,链接：https://pan.baidu.com/s/1rg3IYc94QcJPBmZAhYOaLw  提取码：p80v,https://pan.baidu.com/s/1rg3IYc94QcJPBmZAhYOaLw,C/C++
《鸟哥的Linux私房菜》,链接：https://pan.baidu.com/s/18TmpaKpM4T_489dJf7Jdqw  提取码：5rm6,https://pan.baidu.com/s/18TmpaKpM4T_489dJf7Jdqw,Linux
Linux-learn,链接：https://pan.baidu.com/s/1s7xoP-3cRLazMiu41n6mSg  提取码：skyp,https://pan.baidu.com/s/1s7xoP-3cRLazMiu41n6mSg,Linux
计算机网络自顶向下方法,链接：https://pan.baidu.com/s/19qNmdtR4NxUua6RcZYdh4A  提取码：1jrq,https://pan.baidu.com/s/19qNmdtR4NxUua6RcZYdh4A,其它
Linux命令行与shell脚本编程大全.第3版,链接：https://pan.baidu.com/s/1G9eQld7E9Jeru0SVFLLvVA  提取码：i2vq,https://pan.baidu.com/s/1G9eQld7E9Jeru0SVFLLvVA,电子书
Git实战视频教程,网盘链接：https://pan.baidu.com/s/1dzHeZlfXdypRP8FtR3Qu3w 提取密码：rg0x 解压密码:www.javaxxz.com_s89^%ugJNf3Fy,https://pan.baidu.com/s/1dzHeZlfXdypRP8FtR3Qu3w,http://www.javaxxz.com_s89,git/svn
《UNIX系统编程手册 上》,链接：https://pan.baidu.com/s/1XnHeqtR6psO94g6QyrIzxg  提取码：8u91,https://pan.baidu.com/s/1XnHeqtR6psO94g6QyrIzxg,Linux
自然语言处理综述,https://pan.baidu.com/s/16ZO_iYt4h4LHvolj748xLg 提取码：8l33,https://pan.baidu.com/s/16ZO_iYt4h4LHvolj748xLg,人工智能
Python电子书推荐,链接：https://pan.baidu.com/s/1cfzYBN0n-uSjOqjhLGhgfg  提取码：986p,https://pan.baidu.com/s/1cfzYBN0n-uSjOqjhLGhgfg,Python
GNU make,链接：https://pan.baidu.com/s/1g3vd9UKDNi_24WULLygYKQ  提取码：1234,https://pan.baidu.com/s/1g3vd9UKDNi_24WULLygYKQ,C/C++
C++标准程序库,链接：https://pan.baidu.com/s/1246eJZh15qxqvpWnRExemw  提取码：dv3g,https://pan.baidu.com/s/1246eJZh15qxqvpWnRExemw,C/C++
mac版 pycharm-2020.1.1,https://pan.baidu.com/s/1AkzSkV9m-OdoLIK_Cm66zQ,https://pan.baidu.com/s/1AkzSkV9m-OdoLIK_Cm66zQ,软件
数字设计：原理与实践(第4版)_[J Wakerly著][机械工业出版社][2007][644页],链接：https://pan.baidu.com/s/1_8qtXEq9tWG_mGDISEGBMw  提取码：1zuu,https://pan.baidu.com/s/1_8qtXEq9tWG_mGDISEGBMw,电子书
Professional CUDA C Programing,链接：https://pan.baidu.com/s/1Uwv4z_e9295WvwDXVPV6kQ  提取码：cgwm,https://pan.baidu.com/s/1Uwv4z_e9295WvwDXVPV6kQ,C/C++
i.MX开发手册,链接：https://pan.baidu.com/s/1OTMU2JGHM5bVCwOTfW_roQ  提取码：9531,https://pan.baidu.com/s/1OTMU2JGHM5bVCwOTfW_roQ,Linux
深入理解计算机系统第三版中文,链接：https://pan.baidu.com/s/1JhkpVPORZLt8RjgRh3MSXg  提取码：j6st,https://pan.baidu.com/s/1JhkpVPORZLt8RjgRh3MSXg,电子书
web安全,链接：https://pan.baidu.com/s/1oWn9QBzQYBKGwYHm9HtkOg  提取码：ka06,https://pan.baidu.com/s/1oWn9QBzQYBKGwYHm9HtkOg,电子书
sw2018破解版,链接：https://pan.baidu.com/s/1rgR5Wvj2k1yiDRG8F9uz5g  提取码：7777,https://pan.baidu.com/s/1rgR5Wvj2k1yiDRG8F9uz5g,软件
C#高级编程,链接：https://pan.baidu.com/s/1z5cnX8_iIM-_DS2QtK9lhQ  提取码：lyri,https://pan.baidu.com/s/1z5cnX8_iIM-_DS2QtK9lhQ,电子书
linux,链接：https://pan.baidu.com/s/11zaVB2YIVETO8TS3W3eB-A  提取码：ahev,https://pan.baidu.com/s/11zaVB2YIVETO8TS3W3eB-A,电子书
jvm面试资料,链接: https://pan.baidu.com/s/1Z18Wzsjk1JtNDf3Ahc9GLg 提取码: qbxw,https://pan.baidu.com/s/1Z18Wzsjk1JtNDf3Ahc9GLg,Java
elasticsearch开发,链接: https://pan.baidu.com/s/1H4tYJwL9oDotab0ncjLIAQ  密码: blou,https://pan.baidu.com/s/1H4tYJwL9oDotab0ncjLIAQ,大数据
数据结构,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/11KoBS8_3tGUa23cIqqHiHw 提取码:ph42,https://pan.baidu.com/s/11KoBS8_3tGUa23cIqqHiHw,软件教程
轻松C++入门开发视频教程,链接: https://pan.baidu.com/s/15MC4Wvd05eIqWiatV1ANsw 提取码: 23q5,https://pan.baidu.com/s/15MC4Wvd05eIqWiatV1ANsw,C/C++
MySQL必知必会,链接：https://pan.baidu.com/s/1mvShYuBmbDx3ztB-UAS2RA  提取码：148l,https://pan.baidu.com/s/1mvShYuBmbDx3ztB-UAS2RA,电子书
红帽Linux 8.0 RHCE教程（英文版）,链接：https://pan.baidu.com/s/1U2QRa8CSWllvlNa8ZbDM5g  提取码：lian,https://pan.baidu.com/s/1U2QRa8CSWllvlNa8ZbDM5g,Linux
hcnp,链接：https://pan.baidu.com/s/17ogP7GReEU90jUeGybOYcQ  提取码：tzcy,https://pan.baidu.com/s/17ogP7GReEU90jUeGybOYcQ,其它
零起点学通c++完全版PDF,链接：https://pan.baidu.com/s/1g4gs72nD2DHyehUGu6seYw  提取码：vdfs,https://pan.baidu.com/s/1g4gs72nD2DHyehUGu6seYw,C/C++
_vimrc推荐,https://pan.baidu.com/s/1aSxwqG2YdnYhbl00jp-HZg 密码：wo01,https://pan.baidu.com/s/1aSxwqG2YdnYhbl00jp-HZg,软件
stm32资料,链接: https://pan.baidu.com/s/1ZAZCM3RwocfJANRsbD_V1g 提取码: w5kq,https://pan.baidu.com/s/1ZAZCM3RwocfJANRsbD_V1g,C/C++
剑桥英语,链接：https://pan.baidu.com/s/1mFhPPiMYi3EDZUWvYx_5lg  提取码：alw9,https://pan.baidu.com/s/1mFhPPiMYi3EDZUWvYx_5lg,英语
java学习,链接: https://pan.baidu.com/s/1kza2PcT6PV_oGThF_IfmAw 提取码: 42rp,https://pan.baidu.com/s/1kza2PcT6PV_oGThF_IfmAw,Java
ECS 运维指南之Linux系统诊断.pdf,https://pan.baidu.com/s/17DPdIosOrA2j1mkn58rLag 提取码:7qi0,https://pan.baidu.com/s/17DPdIosOrA2j1mkn58rLag,Linux
debussy下载,链接: https://pan.baidu.com/s/1lwqVposAW7YQW3Gx33-0Eg 提取码: gnnp 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1lwqVposAW7YQW3Gx33-0Eg,Linux
《python3网络爬虫实战》PDF+源代码,链接：https://pan.baidu.com/s/1YN6Rh19-SjoYkLRg6tM5vg  提取码：7lbq,https://pan.baidu.com/s/1YN6Rh19-SjoYkLRg6tM5vg,C/C++
Arcgis10.2.2,链接：https://pan.baidu.com/s/1CRR9_g91dLsU_NsR1TPe6g  提取码：21sy,https://pan.baidu.com/s/1CRR9_g91dLsU_NsR1TPe6g,软件
C++标准程序库,链接：https://pan.baidu.com/s/1rrq_RUVxNPDHhSfFZSD_sQ  提取码：71cw,https://pan.baidu.com/s/1rrq_RUVxNPDHhSfFZSD_sQ,C/C++
凸优化,链接：https://pan.baidu.com/s/1DliwCdS-8tFkTz3s9T_aug  提取码：pzqy,https://pan.baidu.com/s/1DliwCdS-8tFkTz3s9T_aug,电子书
Springboot2精髓,链接：https://pan.baidu.com/s/1NeEHBfyob4_heY-hizU0gg  提取码：yob1,https://pan.baidu.com/s/1NeEHBfyob4_heY-hizU0gg,Java
java大厂面试题,https://pan.baidu.com/s/1W73uP2kqCOJ13aipFC22tQ  1234,https://pan.baidu.com/s/1W73uP2kqCOJ13aipFC22tQ,Java
android从初级到高级的电子书（部分）,链接：https://pan.baidu.com/s/1lsbprKwY9Rax2AVpkasDMQ  提取码：1234,https://pan.baidu.com/s/1lsbprKwY9Rax2AVpkasDMQ,安卓
英文原版asp.net core in action,链接: https://pan.baidu.com/s/1Fn6w0o1-ik-2AApPKIo4Ag 提取码: sp47 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1Fn6w0o1-ik-2AApPKIo4Ag,电子书
黑马python18.2,链接：https://pan.baidu.com/s/1XXc57_bgp4PAtRKM-L5psQ  提取码：jjhg  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1XXc57_bgp4PAtRKM-L5psQ,Python
网络端口封闭,https://pan.baidu.com/s/1sUCZtNT4WLr_cC-pXatwKw 提取码:437e,https://pan.baidu.com/s/1sUCZtNT4WLr_cC-pXatwKw,小程序
C，C++视频教程软件资源合集,链接：https://pan.baidu.com/s/15hHfv1_krvz6uXWkzs5--Q  提取码：1111  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/15hHfv1_krvz6uXWkzs5--Q,C/C++
CPA思维导图,链接：https://pan.baidu.com/s/1BxTYBjGjVmkhoiv28uq_Yg  提取码：3luc,https://pan.baidu.com/s/1BxTYBjGjVmkhoiv28uq_Yg,公开课
Git,链接: https://pan.baidu.com/s/1bWuNYI7EKKpOfy9FRMwSQg 提取码: 862q,https://pan.baidu.com/s/1bWuNYI7EKKpOfy9FRMwSQg,git/svn
SVN入门,链接:https://pan.baidu.com/s/1Av07c9PB9Y_WCaL69X_g3g 提取码:g626,https://pan.baidu.com/s/1Av07c9PB9Y_WCaL69X_g3g,git/svn
Python数据结构与算法分析（第2版）,链接: https://pan.baidu.com/s/17tjD8wZBSp-aG3kgdMQzOQ 提取码: g531,https://pan.baidu.com/s/17tjD8wZBSp-aG3kgdMQzOQ,Python
分子克隆实验指南第四版,链接：https://pan.baidu.com/s/1vL0QM5CYnoQFGoWVCNFq-Q  提取码：ch0l,https://pan.baidu.com/s/1vL0QM5CYnoQFGoWVCNFq-Q,其它
深入理解C#（中文第三版）,链接：https://pan.baidu.com/s/1Xr59vfBnz4RmJeVDhT4ChQ  提取码：s0p1,https://pan.baidu.com/s/1Xr59vfBnz4RmJeVDhT4ChQ,C/C++
Pr cc2019入门精品课,链接：https://pan.baidu.com/s/1K-FEzPJFPXJPnS9DXyzcmg  提取码：v9aj,https://pan.baidu.com/s/1K-FEzPJFPXJPnS9DXyzcmg,软件教程
Oracle Database 10g,链接：https://pan.baidu.com/s/1UGzWyX8As8Js-dwEg90Siw  提取码：ggfv,https://pan.baidu.com/s/1UGzWyX8As8Js-dwEg90Siw,电子书
MySQL5.1中文API文档,链接: https://pan.baidu.com/s/1SL0qqxqSZNgOH07uPPi2VA 提取码: yed3,https://pan.baidu.com/s/1SL0qqxqSZNgOH07uPPi2VA,数据库
跟阿铭学Linux  第3版,链接：https://pan.baidu.com/s/1K4t3T4qSxFUUpRsxJO9LLg  提取码：zj80,https://pan.baidu.com/s/1K4t3T4qSxFUUpRsxJO9LLg,Linux
计算机基础,链接：https://pan.baidu.com/s/1m4qD7tL5sOYHz9P-AoeIrA  提取码：5c7p  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1m4qD7tL5sOYHz9P-AoeIrA,Linux
effective java电子书,链接：https://pan.baidu.com/s/1ylI8lPnStJTEzvB139lWHw 提取码：N85O,https://pan.baidu.com/s/1ylI8lPnStJTEzvB139lWHw,Java
Docker快速手上视频教程,链接：https://pan.baidu.com/s/1CLIpfstQuHWUQ3miO_1rFg  提取码：1132,https://pan.baidu.com/s/1CLIpfstQuHWUQ3miO_1rFg,其它
Mongo compass,链接：https://pan.baidu.com/s/1NjqJrVvoTVh1gnkAEJxJVw  提取码：1qoz,https://pan.baidu.com/s/1NjqJrVvoTVh1gnkAEJxJVw,C/C++
java并发核心知识体系精讲,https://pan.baidu.com/s/1PuX211pkPku5Kse6uTVUGw 提取码：hsmi,https://pan.baidu.com/s/1PuX211pkPku5Kse6uTVUGw,Java
c++B站大佬视频,链接: https://pan.baidu.com/s/1eMszFPBedEXJy3sXMAubUw 提取码: xc9g,https://pan.baidu.com/s/1eMszFPBedEXJy3sXMAubUw,C/C++
office秋叶教程,链接：https://pan.baidu.com/s/1D0aOr0kUJUWx9G5oVd5PxA  提取码：qfe9,https://pan.baidu.com/s/1D0aOr0kUJUWx9G5oVd5PxA,PPT
计算机二级Java视频,链接: https://pan.baidu.com/s/1XglEjl2BQxjt3KzCJatydw 提取码: 1dy3,https://pan.baidu.com/s/1XglEjl2BQxjt3KzCJatydw,Java
C++数据结构与算法 第四版 完整带书签PDF+源码,https://pan.baidu.com/s/1NMHMZLUN4aOLsSGxyzlPQg  提取码：p33w,https://pan.baidu.com/s/1NMHMZLUN4aOLsSGxyzlPQg,C/C++
数学建模（提取码：xjs5）,https://pan.baidu.com/s/10slqUbPMvCx22OE3e5QrQQ,https://pan.baidu.com/s/10slqUbPMvCx22OE3e5QrQQ,其它
PHP、MySQL与JavaScript学习手册(第4版) [美]Robin Nixon著 中文,https://pan.baidu.com/s/1o7EvJSI，fcj1,https://pan.baidu.com/s/1o7EvJSI,电子书
Jenkins+Ansible+Gitlab自动化部署三剑客,链接：https://pan.baidu.com/s/1f58kxgIc_2nC4BXVBUIoNQ  提取码：92jw,https://pan.baidu.com/s/1f58kxgIc_2nC4BXVBUIoNQ,软件测试
oracle数据库,链接：https://pan.baidu.com/s/1tcCOqukqsaXGSj7wd-ixLg  提取码：t89b,https://pan.baidu.com/s/1tcCOqukqsaXGSj7wd-ixLg,C/C++
《C和指针》,链接：https://pan.baidu.com/s/18T1Yueb7mKhZ97UUMCjHmw  提取码：fznk,https://pan.baidu.com/s/18T1Yueb7mKhZ97UUMCjHmw,C/C++
Kingdee,链接：https://pan.baidu.com/s/1LqjOGNbY1Kr4XqQ591yG3A  提取码：2ww5  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1LqjOGNbY1Kr4XqQ591yG3A,其它
C51 上的操作系统（提取码：srbp）,https://pan.baidu.com/s/1P29EF6Y6ms1dJDuVVauq2g,https://pan.baidu.com/s/1P29EF6Y6ms1dJDuVVauq2g,单片机
Xmanager,链接: https://pan.baidu.com/s/1kpz2Zk-a491x78LJeN3MYA 提取码: dka3,https://pan.baidu.com/s/1kpz2Zk-a491x78LJeN3MYA,Linux
latex中文教程,链接：https://pan.baidu.com/s/1xr7EmtOXlMbUdsW7ESLksw  提取码：9acf,https://pan.baidu.com/s/1xr7EmtOXlMbUdsW7ESLksw,其它
《java编程思想》《Thinking.In.Java》中文版,链接: https://pan.baidu.com/s/1YZ5OaMY5ZGzURP17jCGMjQ 提取码: afhy,https://pan.baidu.com/s/1YZ5OaMY5ZGzURP17jCGMjQ,Java
求职课（提取码lflz）,https://pan.baidu.com/s/1_TxnAPbWjuOkxe8IGtyDOQ,https://pan.baidu.com/s/1_TxnAPbWjuOkxe8IGtyDOQ,简历
[图灵程序设计丛书].SQL基础教程.第2版,链接: https://pan.baidu.com/s/1uqO2BNwg7CSnW1xAED_Yfg 提取码: cedr,https://pan.baidu.com/s/1uqO2BNwg7CSnW1xAED_Yfg,数据库
机器学习,链接：https://pan.baidu.com/s/1rCLLTN9jmWalT_NnKtgA2Q  提取码：xqqi,https://pan.baidu.com/s/1rCLLTN9jmWalT_NnKtgA2Q,人工智能
Arduino资料,链接：https://pan.baidu.com/s/19Pi4s2ntkkVSArH2J7Wcxg  提取码：p161,https://pan.baidu.com/s/19Pi4s2ntkkVSArH2J7Wcxg,单片机
MATLAB GUI教学视频,链接: https://pan.baidu.com/s/1Y2KkY9CEMc1VuBaLUh4ShA 提取码: hep8,https://pan.baidu.com/s/1Y2KkY9CEMc1VuBaLUh4ShA,matlab
ARDUINO智能车,链接：https://pan.baidu.com/s/1z0uGdvf2loZLcQPzjMHkNw  提取码：4klf,https://pan.baidu.com/s/1z0uGdvf2loZLcQPzjMHkNw,单片机
C   Primer Plus  第6版  中文版,链接: https://pan.baidu.com/s/1aYTEKytXEPbdDJXEOQhcxA 提取码: n3cj,https://pan.baidu.com/s/1aYTEKytXEPbdDJXEOQhcxA,C/C++
UI前传·你好，我叫CSS（验证码：9qp2）,https://pan.baidu.com/s/1YJFjuxk3u0szlSGkxQwYqA,https://pan.baidu.com/s/1YJFjuxk3u0szlSGkxQwYqA,前端
c++ 象棋,链接：https://pan.baidu.com/s/1AKnk1S0sh_ayQXRaKv1I1w  提取码：k8xl,https://pan.baidu.com/s/1AKnk1S0sh_ayQXRaKv1I1w,C/C++
哔哩哔哩离线音频视频合并,https://pan.baidu.com/s/1VboalpjQMeLhk_D1u3p8bQ提取码:cveu,https://pan.baidu.com/s/1VboalpjQMeLhk_D1u3p8bQ,其它
ESXi-6.7.0-8169922-RTL8168SLIC,https://pan.baidu.com/s/1LWTJFyWB0rA6uONCxA1AZQ   ofzp,https://pan.baidu.com/s/1LWTJFyWB0rA6uONCxA1AZQ,软件
python3.7,链接：https://pan.baidu.com/s/1PuIUoFbAK6C4k9FfArPw2A  提取码：nj4u,https://pan.baidu.com/s/1PuIUoFbAK6C4k9FfArPw2A,Python
